concept_id,en_abbrev,en_full,korean,domain,short,related
library,,"Library(Standard Cell, I/O, Memory Compiler)",설계 부품 라이브러리,반도체,"반도체 회로를 구성하는 가장 기초적인 논리 소자(표준 셀)들과 외부와 데이터를 주고받는 통로(입출력단) 등의 정보를 미리 최적화하여 묶어둔 반도체용 설계 도면 부품 창고입니다. 설계 소프트웨어에서 가져다 씁니다. 7나노미터 이하 미세 첨단 파운드리 공정 공정을 통하여 모바일, 차량용 컴퓨터, 인공지능 서버용 칩을 설계하고 검증하는 밑바탕이 됩니다.",ip;derivative-library
lidar,LiDAR,Light Detection and Ranging,라이다(빛 탐지 및 거리 측정),항공,"방향성 있는 레이저 펄스 빛을 사방으로 발사한 뒤, 그 빛이 주변의 물체에 부딪혀 반사되어 돌아오는 비행 시간과 파장 변화를 측정하여 정밀한 3차원 입체 지도를 그리고 거리를 알아내는 첨단 센서 기술입니다. 무인 항공기나 드론의 장애물 충돌 회피, 주변 지형 정밀 탐측용 소형·경량 융합 센서 모듈 장비를 설계하고 개발하는 분야에 활용됩니다.",ins
llc,LLC,Last Level Cache,최종 레벨 캐시 메모리,반도체,"컴퓨터의 중앙처리장치 내부에서 연산 장치가 가장 마지막 단계로 확인하는 고속 임시 저장 메모리입니다. 상대적으로 속도가 느린 외부 일반 메모리까지 가지 않고도 자주 쓰는 데이터를 내부에서 바로 꺼내 쓸 수 있도록 돕는 역할을 하며, 컴퓨터 전체 시스템의 계산 처리 속도를 높이고 지연 시간을 줄여줍니다.",cpu;hbm;cxl;pim
lng냉열,,Liquefied Natural Gas Cryogenic Energy,액화천연가스 냉열 에너지,에너지,"영하 162도의 극저온 상태인 액화천연가스를 사용하기 위해 다시 기체로 바꿀 때, 외부로 방출되면서 발생하는 영하의 막대한 냉기 자체를 회수하여 재활용하는 친환경 저온 에너지 소스입니다. 버려지는 냉기를 얼어붙는 동력으로 씁니다. 수소를 영하 253도 이하로 차갑게 얼려 부피를 줄이는 수소 액화 플랜트 핵심 예냉 공정의 전기 소모를 크게 줄이는 데 사용됩니다.",mmscfd
mcu,MCU,Micro Controller Unit,마이크로 컨트롤러 유닛,자동차,"기기 내부에 탑재되어 특정 시스템을 제어할 수 있도록 소형 컴퓨터 프로세서와 메모리, 주변 제어 회로를 단 하나의 반도체 칩 안에 통합해 넣은 초소형 두뇌 반도체입니다. 기기의 동작 명령을 실행합니다. 자동차의 안전 규격인 국제 품질 소자 신뢰성 기준을 만족하면서 전기차, 자율주행 차량용 전자제어장치에 탑재되는 핵심 IC 반도체 설계에 쓰입니다.",ecu;파워ic
mcu-2,MCU,Micro Controller Unit,마이크로 컨트롤러 유닛,반도체,특정 기계 장치의 맞춤형 제어 연산을 위해 원칩 형태로 만든 전용 초소형 마이크로컴퓨터 반도체 소자입니다. 전자기기의 간단한 동작 제어와 센서 신호 처리를 담당합니다. 극심한 온도 변화와 충격을 견뎌야 하는 차량용 기능 안전성 표준 규격 및 소자 규격 시험을 충족하며 미래 친환경 하이브리드·전기차의 핵심 제어 장치 칩 설계에 활용됩니다.,ecu-2;파워ic
mems,MEMS,Micro Electro Mechanical System,미세전자기계시스템,반도체,"반도체 제조 공정 기술을 적용하여 실리콘 기판 위에 마이크로미터 단위의 아주 미세한 기계 기품, 기계식 기어, 구동 모터, 전자 회로를 하나의 칩 안에 정밀하게 통합 집적하는 미세 가공 기술입니다. 초소형 지능형 소자를 만듭니다. 고성능·고효율 시스템 반도체의 정상 작동 여부를 초정밀 접촉 정확도로 테스트하는 미세 프로브 카드 제조 기술에 쓰입니다.",mems-micro-electro-mechanical-system
mems-micro-electro-mechanical-system,MEMS,Micro Electro Mechanical System,미세전자기계시스템,반도체,"눈에 보이지 않을 만큼 미세한 크기의 초소형 기계 부품, 센서, 전기 구동기(액추에이터) 및 연산용 전자 회로를 하나의 실리콘 나노 기판 위에 오밀조밀하게 깎아 집적화하는 미세 융합 가공 기술입니다. 지능형 신호처리 집적회로와 결합되어 압력, 가속도 등을 감지하는 스마트 차량용 마이크로 센서 소자의 설계와 고성능 반도체 패키징 공정에 활용됩니다.",mems-micro-electro-mechanical-system-기계부품-센서-액츄에이터-및-전자회로를-하
mems-micro-electro-mechanical-system-기계부품-센서-액츄에이터-및-전자회로를-하,MEMS,Micro Electro Mechanical System,미세전자기계시스템,반도체,"반도체 미세 공정을 응용해 아주 세밀한 크기의 기계 부품, 소형 센서, 기계식 액추에이터 및 제어 전자회로 일체를 미세한 단일 기판 위에 집적해 넣는 첨단 기술입니다. 기계와 전자를 하나로 묶어줍니다. 외부 무선 통신 기능과 지능형 신호 처리가 결합되어 고품질 스마트 이미지 센서나 소형 기기용 집적회로 칩을 설계하고 가공 패키지화하는 기술에 활용됩니다.",mems-micro-electro-mechanical-system
micro-led,Micro LED,Micro Light-Emitting Diode,마이크로 발광다이오드,디스플레이,"머리카락보다 훨씬 얇은 초소형 전구 입자들을 화면 위에 촘촘히 배열하여 각각의 입자가 스스로 빛과 색을 내도록 만든 디스플레이입니다. 백라이트가 없어 두께가 얇고, 유기물을 쓰는 올레드와 달리 무기물을 사용하여 화면이 타들어 가는 현상이 없으며, 밝기와 내구성이 뛰어난 차세대 화면 소재입니다.",amoled;ddi
mini-led,Mini LED,Mini Light Emitting Diode,미니 엘이디,디스플레이,"일반 발광다이오드(LED) 칩보다 크기를 100~200마이크로미터 수준으로 대폭 줄여 화면 뒤쪽에 촘촘하게 배열하는 차세대 광원 소재입니다. 촘촘한 개별 빛 제어가 가능해 밝기 대비 명암비와 색 표현력을 대폭 높여줍니다. 초고화질 대형 가전 액정 화면(LCD), 폴더블·롤러블 디스플레이 및 고급 차량용 패널 구동 신호를 전기적으로 공급하는 반도체 칩 설계 기술에 쓰입니다.",lcd;화소
mixed-signal-반도체,,Mixed-Signal Semiconductor,혼성 신호 반도체,반도체,"자연계의 연속적인 아날로그 신호(소리, 빛, 압력 등)와 컴퓨터가 이해하는 이진법의 디지털 신호를 단 하나의 반도체 칩 안에서 동시에 처리하고 양방향 데이터로 상호 변환해주는 고성능 혼성 반도체 소자입니다. 두 신호의 연결 다리 역할을 합니다. 전력 제어 인버터/컨버터, 주파수 반도체 및 고속 연산용 시스템 온 칩 설계 기술에 포함되어 제조됩니다.",인버터;ap
mlcc,MLCC,Multi-Layer Ceramic Capacitor,적층세라믹콘덴서,전자,전자기기 내부에서 전류의 흐름을 일정하게 제어하고 불필요한 전자파 노이즈를 걸러내어 부품 손상을 막고 전기를 안정적으로 저장했다가 공급하는 필수 소형 세라믹 부품입니다. 전자기기의 필수 댐 역할을 합니다. 초소형 스마트폰 및 차량용 전자 기판용 고용량 제품을 만들기 위해 내부 전극에 들어가는 수십 나노미터급 미세 니켈 나노 분말 합성 및 페이스트 제조 기술에 쓰입니다.,
mmis,MMIS,Man-Machine Interface System,원전 계측제어시스템,원자력,"원자력발전소의 운전 상태를 실시간으로 감시하고, 이상이 생기면 자동으로 제어하며, 운영자가 기기를 안전하게 조작할 수 있도록 돕는 종합 제어 시스템입니다. 원전의 상태를 한눈에 보여주는 모니터와 조작 장치들로 구성되어 인간의 신경망처럼 작동하며, 원전의 안전 운행을 좌우하는 핵심 기술입니다.",bop
mmscfd,MMSCFD,Million Metric Standard Cubic Feet per Day,일일 백만 표준 입방피트,탄소중립,"천연가스나 화학 기체의 부피를 측정할 때 쓰이는 국제 표준 단위로, 표준 대기압 및 온도 조건 하에서 하루 동안 전송하거나 처리할 수 있는 기체의 양을 백만 단위 단위로 환상한 정량 척도입니다. 가스 플랜트의 송출 능력을 나타냅니다. 육상 및 해상 가스 터미널 시설에서 차가운 LNG 냉열 발전을 결합하여 대용량 가스를 온실가스 배출 없이 기체로 재기화하는 기술 규격에 쓰입니다.",lng냉열
mmt,MMT,MPEG Media Transport,엠펙 미디어 전송 규격,방송,디지털 초고화질 방송 및 대용량 멀티미디어 콘텐트를 대화형 인터넷 환경과 무선 인터넷망 환경에 최적화하여 고속으로 실시간 전송하기 위해 고안된 차세대 국제 디지털 미디어 전송 프로토콜 규격입니다. 끊김 없는 스트리밍을 돕습니다. 고화질 방송 신호를 입력받아 국내외 울트라하이디피니션 통합 표준 규격에 맞추어 방송을 내보내는 다중화기 장치 개발에 적용됩니다.,mpeg-2-ts
mosfet,MOSFET,Metal-Oxide-Semiconductor Field-Effect Transistor,금속 산화물 반도체 전계 효과 트랜지스터,반도체,"전압을 가해 전자가 흐르는 통로를 열거나 닫아 전류를 제어하는 가장 기본적인 구조의 반도체 스위치 소자입니다. 디지털 신호를 전달하거나 변환하는 기초적인 전자 부품이며, 최근에는 전력 효율을 대폭 향상시키기 위해 실리콘 대신 화합물 소재를 결합하여 전기차나 고성능 충전기 등에 적용하고 있습니다.",igbt;gan;sic;ga2o3
mpa,MPa,Megapascal,메가파스칼,소재,"소재가 파괴되지 않고 외부에서 누르는 힘이나 잡아당기는 힘을 얼마나 견딜 수 있는지 나타내는 압력 및 강도의 단위를 뜻합니다. 숫자가 클수록 단단하고 튼튼한 고강도 소재임을 의미하며, 자동차 기계 부품용 고강도 구리합금이나 부품을 단단히 붙여주는 특수 접착제의 성능 기준 지표로 사용됩니다.",
mpeg-2-ts,MPEG-2 TS,MPEG-2 Transport Stream,엠펙2 전송 스트림 규격,방송,"동영상과 음성 데이터를 잘게 나누어 전송용 패킷에 담은 뒤, 공중파나 유선 케이블 등 노이즈가 발생하기 쉬운 대기 환경에서도 데이터 오류 없이 실시간으로 방송 신호를 안전하게 전달하도록 설계된 전통적인 디지털 방송용 데이터 전송 표준 형식입니다. 지상파 UHD 통합 자원 다중화 장비에서 기존 방송 신호와 차세대 스마트 프로토콜 규격을 상호 동기화해 송출하는 결합 기술에 쓰입니다.",mmt
n형-대면적,,n-type Large Area,엔형 대면적 결정질 실리콘,에너지,"실리콘 기판에 전자가 풍부한 원소를 주입하여 햇빛을 받았을 때 전류의 흐름을 효율적으로 촉진시키는 친환경 고효율 태양전지 구조로, 대형 규격 크기로 가공된 차세대 고성능 태양광 웨이퍼 형태입니다. 빛에 의한 초기 열화 현상이 적어 수명이 깁니다. 발전 효율 24% 이상의 대면적 실리콘 전지 공정 기술 및 고출력 고집적 친환경 태양광 모듈 제조 기술에 핵심적으로 쓰입니다.",
oled,OLED,Organic Light-Emitting Diode,유기발광다이오드,디스플레이,"전류가 흐르면 스스로 빛을 내는 유기 화합물을 활용한 디스플레이 기술입니다. 화면 뒤에서 빛을 비춰주는 별도의 백라이트가 필요 없어 두께를 매우 얇게 만들 수 있고 완벽한 검은색 표현이 가능하며, 구부리거나 말 수 있는 플렉서블 디스플레이 구현에 최적화되어 있습니다.",tft;커버윈도우
pcb,PCB,Printed Circuit Board,인쇄회로기판,반도체,"절연판 표면에 구리 배선 회로를 인쇄하여 반도체, 저항, 콘덴서 등 수많은 전자 부품들을 제자리에 단단히 고정하고 부품 간에 전기 신호를 전달할 수 있도록 통로를 열어주는 초정밀 회로 기판판입니다. 전자기기의 신경망 기판 역할을 합니다. 대규모 인공지능 연산 장치나 여러 반도체 칩을 한곳에 패키징하는 18층 이상의 초고다층 구조 기판 공정 기술에 핵심으로 쓰입니다.",ccl;3d-적층형-반도체
pfoa,PFOA,PerFluoroOctanoic Acid,과불화옥탄산,소재,"탄소와 불소의 강력한 결합으로 이루어져 열과 오염에 매우 강하지만 자연에서 잘 분해되지 않는 인공 화학 물질입니다. 물과 기름을 모두 밀어내는 특성이 있어 과거 다양한 산업용 코팅제 원료로 쓰였습니다. 환경 오염과 인체 축적 위험성으로 인해 최근 규제가 엄격해졌으며, 극미량만 함유된 친환경 불소계 계면활성제를 제조하는 데 중요한 지표로 관리됩니다.",계면활성제
pgmea,PGMEA,Propylene Glycol Methyl Ether Acetate,프로필렌 글리콜 메틸 에테르 아세테이트,소재,반도체와 디스플레이 제조 공정에서 정밀 화학 물질들을 고르게 녹여내기 위해 표준적으로 사용하는 고순도 유기 용매입니다. 독성이 적으면서도 불소계 화합물 등을 잘 용해시키고 안정적인 표면 상태를 유지해주는 특성이 있습니다. 반도체 미세 회로용 불소계 계면활성제나 고기능성 도료를 혼합하고 도포하는 공정의 액체 바탕재로 널리 쓰입니다.,계면활성제;photoresist
